DayOfWeek,OriginWac,DestWac,Distance,CRSDepTime,CRSArrTime,DepDelayMinutes,ArrDelayMinutes
5,82,74,1.0,1,2,3.0,1.0
5,74,72,0.0,2,2,0.0,0.0
5,74,74,0.0,1,1,0.0,0.0
5,53,74,1.0,0,0,0.0,1.0
5,52,41,0.0,0,0,0.0,0.0
5,14,41,2.0,2,2,0.0,0.0
5,45,41,0.0,0,0,0.0,0.0
5,74,74,0.0,0,0,0.0,0.0
5,34,41,1.0,1,1,0.0,0.0
5,86,74,1.0,0,1,0.0,0.0
5,74,74,0.0,2,2,0.0,0.0
5,66,74,2.0,0,1,0.0,0.0
5,71,74,0.0,0,0,0.0,0.0
5,54,41,1.0,1,1,0.0,0.0
5,81,81,0.0,2,2,0.0,0.0
5,74,83,2.0,2,2,0.0,0.0
5,91,91,0.0,1,2,0.0,0.0
5,42,74,2.0,0,1,0.0,1.0
5,74,87,2.0,2,2,0.0,0.0
5,74,74,0.0,2,2,0.0,0.0
3,74,87,2.0,2,2,0.0,0.0
3,87,74,2.0,0,1,0.0,0.0
3,74,33,1.0,1,1,3.0,1.0
3,72,74,0.0,1,2,2.0,0.0
3,87,74,2.0,0,1,0.0,0.0
2,41,43,0.0,1,1,2.0,1.0
2,42,41,0.0,1,1,0.0,0.0
2,74,33,1.0,1,1,0.0,0.0
2,74,74,0.0,0,1,0.0,1.0
2,74,74,0.0,0,1,0.0,0.0
2,74,74,1.0,1,1,0.0,0.0
2,41,14,2.0,1,2,0.0,0.0
2,74,74,1.0,0,1,0.0,0.0
2,74,62,0.0,0,1,3.0,1.0
2,74,62,0.0,1,1,0.0,0.0
2,74,73,0.0,1,1,0.0,0.0
2,93,91,2.0,1,1,0.0,1.0
2,91,81,1.0,0,0,0.0,0.0
2,91,93,2.0,0,1,0.0,0.0
2,81,74,0.0,0,1,0.0,0.0
2,74,81,0.0,1,1,0.0,1.0
2,91,73,2.0,1,1,0.0,0.0
2,91,84,2.0,1,1,1.0,0.0
2,81,73,2.0,1,1,2.0,0.0
2,73,81,2.0,1,1,0.0,0.0
2,91,74,2.0,1,1,0.0,0.0
2,74,91,2.0,0,0,1.0,0.0
2,81,81,0.0,0,0,0.0,1.0
3,41,73,1.0,2,2,3.0,1.0
3,22,41,1.0,2,2,0.0,1.0
3,41,22,1.0,1,1,0.0,0.0
3,74,74,0.0,1,1,3.0,1.0
3,74,74,0.0,1,1,3.0,1.0
3,81,81,0.0,1,1,0.0,0.0
3,81,81,0.0,1,1,0.0,0.0
3,74,82,1.0,2,2,0.0,1.0
3,74,82,1.0,1,1,0.0,0.0
3,88,81,1.0,1,1,0.0,0.0
3,22,41,1.0,1,1,0.0,0.0
3,74,87,2.0,1,1,0.0,0.0
3,91,82,2.0,1,2,0.0,0.0
3,42,41,0.0,1,1,3.0,1.0
3,74,54,2.0,1,1,0.0,0.0
3,54,74,2.0,2,2,0.0,0.0
3,64,74,1.0,1,1,0.0,0.0
3,82,81,0.0,2,2,0.0,1.0
3,81,91,1.0,2,2,3.0,1.0
3,91,81,1.0,0,0,3.0,1.0
3,81,82,1.0,2,2,3.0,1.0
3,81,91,1.0,2,2,0.0,1.0
3,81,91,0.0,2,2,1.0,0.0
3,81,86,0.0,1,1,0.0,0.0
3,74,64,1.0,1,1,0.0,0.0
3,74,64,1.0,2,2,0.0,0.0
3,91,81,0.0,1,1,0.0,0.0
3,81,88,1.0,0,1,3.0,1.0
3,74,74,0.0,1,2,3.0,1.0
3,74,74,0.0,1,1,3.0,1.0
3,74,74,0.0,1,1,0.0,1.0
3,81,87,0.0,1,2,0.0,0.0
3,91,81,1.0,1,2,3.0,1.0
3,81,81,0.0,1,1,2.0,0.0
3,74,42,2.0,1,1,0.0,1.0
3,42,74,2.0,1,2,3.0,1.0
3,81,91,0.0,2,2,3.0,1.0
3,72,74,0.0,1,2,0.0,0.0
3,74,72,0.0,1,1,0.0,0.0
3,74,73,0.0,1,1,0.0,0.0
3,74,74,0.0,2,2,3.0,1.0
3,74,51,1.0,1,1,0.0,0.0
3,73,41,1.0,1,1,0.0,0.0
3,86,74,1.0,1,1,3.0,1.0
3,91,88,1.0,1,1,0.0,0.0
3,74,66,2.0,1,1,0.0,0.0
3,66,74,2.0,1,1,0.0,0.0
3,41,43,0.0,2,2,3.0,1.0
3,86,81,1.0,0,1,3.0,1.0
3,74,53,1.0,1,1,0.0,0.0
3,53,74,1.0,1,2,0.0,0.0
3,53,74,1.0,1,1,2.0,1.0
3,81,91,0.0,1,1,0.0,0.0
3,74,71,0.0,1,2,0.0,0.0
3,71,74,0.0,2,2,0.0,1.0
3,74,54,2.0,2,2,0.0,0.0
3,74,71,0.0,1,1,0.0,0.0
3,71,74,0.0,1,1,3.0,1.0
3,81,92,2.0,2,2,0.0,0.0
3,74,71,0.0,1,1,0.0,0.0
3,71,74,0.0,1,2,0.0,1.0
3,91,81,2.0,1,2,0.0,0.0
3,81,91,2.0,1,1,0.0,0.0
3,74,82,1.0,1,1,0.0,0.0
3,74,42,2.0,2,2,3.0,1.0
3,82,41,2.0,1,1,0.0,0.0
3,41,52,0.0,1,2,3.0,1.0
3,74,54,1.0,1,1,0.0,0.0
3,74,83,2.0,1,1,3.0,1.0
3,72,74,0.0,1,1,0.0,0.0
3,74,51,1.0,1,1,0.0,0.0
3,51,74,1.0,1,1,0.0,1.0
3,41,38,1.0,1,2,2.0,1.0
3,81,86,0.0,0,1,0.0,1.0
3,74,72,0.0,2,2,0.0,0.0
3,81,91,1.0,1,1,0.0,0.0
3,91,81,1.0,1,2,0.0,0.0
3,81,81,0.0,1,1,3.0,1.0
3,91,81,1.0,1,1,3.0,1.0
3,64,74,1.0,2,2,0.0,0.0
3,74,64,1.0,1,2,0.0,0.0
3,74,74,0.0,1,2,0.0,0.0
3,74,74,0.0,2,2,0.0,0.0
3,73,41,1.0,0,1,3.0,1.0
3,81,91,1.0,1,1,3.0,1.0
3,86,74,1.0,1,1,0.0,0.0
3,82,74,1.0,1,1,0.0,0.0
3,74,42,2.0,2,2,1.0,1.0
3,74,86,1.0,1,1,0.0,1.0
3,74,74,0.0,2,2,3.0,1.0
3,91,81,0.0,1,1,0.0,0.0
3,81,87,0.0,1,1,0.0,1.0
3,74,86,1.0,2,2,0.0,1.0
3,81,92,2.0,1,1,0.0,0.0
3,92,81,2.0,1,2,0.0,1.0
3,74,82,1.0,1,1,3.0,1.0
3,82,74,1.0,1,2,0.0,0.0
3,41,22,1.0,1,1,0.0,0.0
3,73,74,0.0,1,1,3.0,1.0
3,74,72,0.0,2,2,0.0,0.0
3,74,74,0.0,1,1,1.0,1.0
3,41,52,0.0,2,2,0.0,1.0
3,74,74,1.0,1,1,0.0,0.0
3,41,45,0.0,2,2,0.0,0.0
3,74,73,0.0,1,1,3.0,1.0
3,81,92,2.0,1,1,3.0,1.0
3,62,74,0.0,1,1,0.0,0.0
3,74,74,0.0,1,1,0.0,1.0
3,74,74,1.0,1,2,2.0,1.0
3,14,41,2.0,2,2,3.0,1.0
3,81,81,0.0,2,2,0.0,0.0
3,81,81,0.0,2,2,0.0,1.0
3,81,81,0.0,2,2,3.0,1.0
3,41,34,1.0,1,1,0.0,0.0
3,83,81,1.0,2,2,0.0,0.0
3,81,83,1.0,1,1,0.0,0.0
3,34,41,1.0,1,1,3.0,1.0
3,74,66,2.0,2,2,0.0,1.0
3,71,74,0.0,0,0,0.0,0.0
3,74,62,1.0,2,2,0.0,0.0
3,54,41,1.0,1,1,0.0,0.0
3,74,86,1.0,2,2,0.0,0.0
3,81,81,0.0,2,2,0.0,1.0
3,74,83,2.0,2,2,0.0,0.0
3,42,74,2.0,1,1,0.0,0.0
3,74,51,1.0,2,2,3.0,1.0
3,81,82,0.0,1,2,0.0,1.0
3,41,42,0.0,2,2,0.0,0.0
3,72,74,0.0,1,2,3.0,1.0
3,74,74,1.0,1,1,0.0,0.0
3,74,74,0.0,1,1,0.0,1.0
3,41,14,2.0,1,2,0.0,1.0
3,74,73,0.0,1,1,3.0,1.0
3,74,72,0.0,1,1,0.0,1.0
3,91,73,2.0,1,2,0.0,0.0
3,81,81,0.0,1,1,3.0,1.0
3,81,74,0.0,1,1,0.0,0.0
3,71,91,2.0,1,2,0.0,0.0
3,91,65,2.0,1,2,3.0,1.0
3,74,81,0.0,1,1,0.0,0.0
3,91,73,2.0,1,1,0.0,0.0
3,91,91,0.0,1,1,3.0,1.0
3,81,93,2.0,1,1,0.0,0.0
3,93,81,2.0,0,1,3.0,0.0
3,81,81,0.0,2,2,1.0,1.0
3,91,91,0.0,1,1,0.0,1.0
3,91,82,2.0,1,1,0.0,0.0
3,81,81,0.0,2,2,0.0,1.0
3,81,81,0.0,1,1,0.0,1.0
3,91,74,2.0,1,1,0.0,0.0
3,74,81,2.0,2,2,0.0,0.0
3,81,74,2.0,1,2,2.0,0.0
4,41,73,1.0,2,2,0.0,0.0
4,87,81,1.0,0,1,0.0,0.0
4,41,22,1.0,1,1,0.0,1.0
4,91,81,1.0,0,0,3.0,1.0
4,74,74,0.0,1,1,0.0,0.0
4,74,74,0.0,1,1,0.0,1.0
4,81,81,0.0,1,1,0.0,0.0
4,74,82,1.0,2,2,3.0,1.0
4,41,73,1.0,0,1,0.0,0.0
4,74,81,2.0,2,2,0.0,0.0
4,88,81,1.0,1,1,0.0,0.0
4,91,81,0.0,0,0,0.0,0.0
4,81,81,0.0,0,0,0.0,1.0
4,91,82,2.0,1,2,0.0,1.0
4,42,41,0.0,1,1,3.0,1.0
4,72,74,0.0,0,0,0.0,0.0
4,74,54,2.0,1,1,3.0,1.0
4,54,74,2.0,2,2,3.0,1.0
4,64,74,1.0,1,1,3.0,1.0
4,74,34,1.0,2,2,0.0,0.0
4,81,82,1.0,2,2,0.0,0.0
4,81,91,1.0,2,2,0.0,1.0
4,41,82,2.0,1,1,0.0,0.0
4,91,81,1.0,0,0,0.0,0.0
4,81,86,0.0,1,1,0.0,0.0
4,66,74,2.0,0,1,0.0,1.0
4,87,81,0.0,2,2,3.0,1.0
4,51,74,1.0,2,2,3.0,1.0
4,81,88,1.0,0,1,0.0,0.0
4,81,81,0.0,0,0,0.0,0.0
4,81,91,1.0,2,2,0.0,0.0
4,74,74,0.0,1,2,0.0,0.0
4,82,91,1.0,1,1,0.0,0.0
4,91,82,1.0,1,1,0.0,0.0
4,81,87,0.0,1,2,3.0,1.0
4,91,81,1.0,1,2,0.0,0.0
4,81,81,0.0,1,1,0.0,1.0
4,74,66,2.0,1,1,0.0,1.0
4,42,74,2.0,1,2,3.0,1.0
4,81,91,0.0,2,2,0.0,1.0
4,74,73,0.0,1,1,0.0,1.0
4,74,42,2.0,1,1,0.0,1.0
4,74,72,0.0,0,1,0.0,1.0
4,74,74,0.0,2,2,0.0,0.0
4,74,51,1.0,1,1,0.0,0.0
4,73,41,1.0,1,1,3.0,1.0
4,82,81,0.0,1,1,0.0,0.0
4,81,82,0.0,0,1,0.0,0.0
4,42,74,2.0,0,1,0.0,0.0
4,91,88,1.0,1,1,0.0,0.0
4,74,74,1.0,0,0,0.0,0.0
4,74,66,2.0,1,1,0.0,1.0
4,66,74,2.0,1,1,2.0,1.0
4,92,81,2.0,0,0,0.0,1.0
4,81,91,1.0,1,1,0.0,0.0
4,41,43,0.0,2,2,2.0,1.0
4,86,81,1.0,0,1,0.0,0.0
4,74,53,1.0,1,1,3.0,1.0
4,91,81,0.0,1,1,3.0,1.0
4,81,91,0.0,1,1,3.0,1.0
4,54,74,2.0,0,1,0.0,1.0
4,74,71,0.0,1,1,3.0,1.0
4,86,74,1.0,0,1,0.0,1.0
4,74,82,1.0,1,1,3.0,1.0
4,81,86,1.0,2,2,2.0,1.0
4,74,74,0.0,0,0,0.0,0.0
4,74,54,1.0,1,1,0.0,0.0
4,74,83,2.0,1,1,0.0,1.0
4,83,74,2.0,1,2,2.0,1.0
4,74,72,0.0,0,1,0.0,1.0
4,72,74,0.0,1,1,3.0,1.0
4,74,51,1.0,1,1,0.0,1.0
4,51,74,1.0,1,1,3.0,1.0
4,42,41,0.0,1,1,0.0,1.0
4,37,41,1.0,1,1,3.0,1.0
4,41,37,1.0,0,1,0.0,0.0
4,81,74,2.0,0,1,3.0,1.0
4,86,81,0.0,2,2,0.0,0.0
4,41,38,1.0,1,2,3.0,1.0
4,74,74,0.0,2,2,0.0,0.0
4,86,74,1.0,1,1,3.0,1.0
4,81,86,0.0,0,1,0.0,1.0
4,86,81,0.0,1,1,0.0,0.0
4,74,74,0.0,1,1,3.0,1.0
4,81,91,1.0,1,1,0.0,0.0
4,91,81,1.0,1,2,0.0,0.0
4,74,86,1.0,0,1,0.0,1.0
4,74,42,1.0,1,2,0.0,0.0
4,74,72,0.0,2,2,0.0,0.0
4,64,74,1.0,2,2,3.0,1.0
4,74,64,1.0,2,2,3.0,1.0
4,74,74,0.0,2,2,0.0,1.0
4,74,51,1.0,1,2,3.0,1.0
4,81,91,1.0,1,1,2.0,0.0
4,64,74,1.0,0,0,0.0,0.0
4,74,86,1.0,1,1,0.0,1.0
4,74,86,1.0,1,1,0.0,0.0
4,86,74,1.0,1,1,0.0,1.0
4,74,82,1.0,0,1,0.0,0.0
4,82,74,1.0,1,1,0.0,1.0
4,81,91,1.0,1,1,0.0,0.0
4,74,74,0.0,0,0,0.0,0.0
4,91,81,0.0,1,1,3.0,1.0
4,81,87,0.0,1,1,0.0,1.0
4,41,87,2.0,2,2,0.0,0.0
4,74,86,1.0,2,2,0.0,1.0
4,82,81,1.0,0,1,3.0,1.0
4,74,72,0.0,2,2,3.0,1.0
4,82,74,1.0,0,1,0.0,1.0
4,74,62,1.0,1,1,0.0,0.0
4,74,74,1.0,0,0,0.0,0.0
4,74,74,1.0,1,2,0.0,0.0
4,92,81,2.0,1,2,0.0,1.0
4,82,81,1.0,1,1,3.0,1.0
4,81,82,1.0,0,1,3.0,1.0
4,81,73,2.0,1,2,0.0,1.0
4,74,74,0.0,1,2,0.0,1.0
4,91,81,1.0,0,0,0.0,0.0
4,74,74,1.0,1,1,3.0,1.0
4,74,82,1.0,1,1,3.0,1.0
4,41,22,1.0,1,1,0.0,0.0
4,74,74,1.0,0,1,0.0,0.0
4,74,72,0.0,2,2,0.0,0.0
4,74,74,0.0,1,1,3.0,1.0
4,74,82,1.0,1,1,0.0,0.0
4,74,74,1.0,1,1,3.0,1.0
4,74,74,0.0,0,0,2.0,1.0
4,41,45,0.0,2,2,0.0,0.0
4,62,74,0.0,1,1,0.0,1.0
4,74,73,0.0,1,1,0.0,0.0
4,81,81,0.0,0,1,0.0,0.0
4,81,92,2.0,1,1,3.0,1.0
4,52,41,0.0,0,0,0.0,0.0
4,74,74,0.0,1,1,0.0,1.0
4,74,74,1.0,2,2,1.0,0.0
4,74,74,1.0,2,2,0.0,0.0
4,72,74,0.0,0,0,0.0,0.0
4,14,41,2.0,2,2,0.0,0.0
4,81,81,0.0,2,2,0.0,0.0
4,81,81,0.0,2,2,0.0,1.0
4,41,34,1.0,1,1,3.0,0.0
4,83,81,1.0,2,2,0.0,0.0
4,34,41,1.0,1,1,0.0,1.0
4,41,54,1.0,0,1,3.0,1.0
4,86,74,1.0,0,1,0.0,0.0
4,71,74,0.0,0,0,0.0,0.0
4,54,41,1.0,1,1,0.0,1.0
4,74,86,1.0,2,2,0.0,0.0
4,74,83,2.0,2,2,0.0,0.0
4,91,91,0.0,1,1,0.0,0.0
4,91,91,0.0,1,2,0.0,0.0
4,42,74,2.0,0,1,0.0,1.0
4,74,86,1.0,2,2,0.0,0.0
4,62,74,1.0,0,0,1.0,1.0
4,41,42,0.0,2,2,0.0,1.0
6,81,91,1.0,0,1,0.0,0.0
6,92,91,2.0,0,1,0.0,0.0
6,73,91,2.0,0,1,0.0,0.0
6,93,91,2.0,1,1,0.0,0.0
6,81,91,1.0,2,2,3.0,1.0
6,91,92,2.0,2,2,2.0,0.0
6,71,91,2.0,1,2,3.0,1.0
6,65,91,2.0,2,2,3.0,1.0
6,86,81,0.0,1,1,0.0,0.0
6,73,91,2.0,1,1,3.0,1.0
6,91,93,2.0,0,1,0.0,0.0
6,74,91,1.0,0,0,0.0,0.0
6,74,91,2.0,2,2,3.0,1.0
6,91,91,0.0,1,2,0.0,1.0
6,84,91,2.0,1,1,0.0,0.0
6,91,74,2.0,2,2,3.0,1.0
6,93,81,2.0,0,0,0.0,0.0
6,91,81,1.0,1,1,0.0,0.0
6,86,91,1.0,0,1,3.0,1.0
6,74,91,1.0,1,1,0.0,0.0
6,81,91,1.0,2,2,0.0,0.0
6,91,91,0.0,1,1,0.0,0.0
6,91,91,0.0,1,1,0.0,0.0
6,82,91,2.0,1,1,0.0,0.0
6,73,81,2.0,1,1,0.0,0.0
6,91,91,0.0,2,2,3.0,0.0
6,74,91,2.0,1,1,2.0,0.0
6,81,85,1.0,1,1,0.0,0.0
6,91,91,0.0,0,1,0.0,0.0
7,87,74,2.0,1,1,0.0,0.0
7,74,81,2.0,2,2,0.0,0.0
7,74,72,0.0,2,2,0.0,0.0
7,64,74,1.0,1,1,3.0,1.0
7,82,81,0.0,2,2,3.0,1.0
7,74,34,1.0,2,2,0.0,0.0
7,81,91,1.0,2,2,0.0,0.0
7,81,91,1.0,2,2,0.0,0.0
7,81,91,0.0,2,2,2.0,0.0
7,74,64,1.0,1,1,0.0,0.0
7,74,64,1.0,2,2,0.0,0.0
7,82,91,1.0,1,1,0.0,0.0
7,72,74,0.0,0,0,1.0,1.0
7,74,74,0.0,2,2,0.0,0.0
7,74,81,2.0,2,2,0.0,0.0
7,51,74,1.0,1,2,3.0,1.0
7,81,91,0.0,2,2,3.0,1.0
7,72,74,0.0,1,2,0.0,0.0
7,51,74,1.0,1,1,1.0,0.0
7,81,82,0.0,0,1,0.0,0.0
7,74,74,1.0,2,2,0.0,0.0
7,53,74,1.0,1,1,0.0,0.0
7,81,91,2.0,1,1,0.0,0.0
7,81,92,2.0,2,2,3.0,1.0
7,74,74,0.0,0,0,0.0,0.0
7,52,41,0.0,2,2,0.0,0.0
7,86,81,0.0,2,2,0.0,1.0
7,74,74,0.0,2,2,0.0,0.0
7,91,81,1.0,1,1,0.0,0.0
7,54,41,1.0,0,0,3.0,1.0
7,81,91,0.0,1,1,0.0,0.0
7,81,87,0.0,1,1,0.0,0.0
7,86,74,1.0,1,2,0.0,0.0
7,74,74,1.0,2,2,0.0,0.0
7,72,74,0.0,2,2,0.0,0.0
7,82,74,1.0,1,1,1.0,1.0
7,82,74,1.0,1,1,0.0,0.0
7,41,45,0.0,2,2,0.0,0.0
7,51,74,1.0,1,2,3.0,1.0
7,52,41,0.0,0,0,0.0,1.0
7,62,74,0.0,1,1,0.0,0.0
7,71,41,1.0,2,2,1.0,1.0
7,41,61,0.0,2,2,0.0,0.0
7,81,81,0.0,2,2,3.0,1.0
7,81,83,1.0,1,1,0.0,0.0
7,74,53,1.0,2,2,0.0,1.0
7,74,74,0.0,2,2,0.0,0.0
7,66,74,2.0,0,1,1.0,0.0
7,74,62,1.0,2,2,0.0,0.0
7,81,81,0.0,2,2,0.0,0.0
7,87,41,2.0,0,1,1.0,0.0
7,91,81,1.0,1,2,1.0,1.0
7,74,51,1.0,2,2,0.0,0.0
7,51,74,1.0,2,2,0.0,0.0
7,91,91,0.0,1,2,0.0,0.0
7,74,86,1.0,2,2,0.0,0.0
7,33,74,1.0,1,2,3.0,1.0
7,74,87,2.0,2,2,0.0,0.0
7,72,74,0.0,1,2,3.0,1.0
7,87,74,2.0,0,1,0.0,0.0
7,81,81,0.0,0,1,0.0,0.0
7,81,91,1.0,0,1,0.0,0.0
7,92,91,2.0,0,1,0.0,0.0
7,73,91,2.0,0,1,0.0,0.0
7,93,91,2.0,1,1,1.0,0.0
7,81,91,1.0,2,2,0.0,1.0
7,74,81,0.0,1,1,0.0,1.0
7,91,92,2.0,2,2,0.0,0.0
7,91,65,2.0,1,2,0.0,0.0
7,65,91,2.0,2,2,0.0,0.0
7,91,86,1.0,2,2,0.0,0.0
7,73,91,2.0,1,1,0.0,0.0
7,81,74,0.0,0,1,0.0,0.0
7,74,91,1.0,0,0,0.0,0.0
7,74,91,2.0,2,2,0.0,0.0
7,91,74,2.0,2,2,3.0,1.0
7,91,73,2.0,0,1,0.0,0.0
7,86,91,1.0,0,1,2.0,0.0
7,92,91,2.0,1,1,0.0,0.0
7,91,92,2.0,1,1,0.0,0.0
7,93,91,2.0,2,2,0.0,1.0
7,81,91,1.0,2,2,0.0,0.0
7,91,91,0.0,1,1,0.0,0.0
7,82,91,2.0,1,1,0.0,0.0
7,91,91,0.0,1,1,0.0,0.0
7,86,91,1.0,1,1,0.0,0.0
7,91,91,0.0,2,2,2.0,0.0
7,74,91,2.0,1,1,0.0,0.0
7,81,81,0.0,1,1,0.0,0.0
7,74,91,2.0,0,0,0.0,0.0
1,22,41,1.0,2,2,0.0,0.0
1,74,82,1.0,2,2,0.0,0.0
1,74,81,2.0,2,2,0.0,0.0
1,51,74,1.0,0,1,0.0,0.0
1,91,82,2.0,1,2,0.0,1.0
1,81,91,0.0,2,2,0.0,0.0
1,74,64,1.0,2,2,0.0,0.0
1,74,74,0.0,2,2,0.0,0.0
1,73,74,0.0,1,1,3.0,1.0
1,72,74,0.0,1,2,0.0,1.0
1,73,41,1.0,1,1,0.0,1.0
1,91,81,1.0,1,1,2.0,1.0
1,81,91,1.0,1,1,3.0,1.0
1,86,81,1.0,0,1,0.0,0.0
1,53,74,1.0,1,2,0.0,1.0
1,71,74,0.0,2,2,2.0,1.0
1,81,92,2.0,2,2,0.0,0.0
1,92,81,2.0,0,1,0.0,0.0
1,81,92,2.0,2,2,0.0,0.0
1,74,74,0.0,0,0,0.0,0.0
1,74,74,0.0,2,2,0.0,1.0
1,87,81,0.0,1,1,0.0,0.0
1,86,74,1.0,1,2,0.0,0.0
1,81,91,0.0,1,1,0.0,0.0
1,86,74,1.0,1,2,0.0,0.0
1,74,74,1.0,2,2,0.0,0.0
1,74,74,1.0,0,0,0.0,0.0
1,82,81,1.0,1,1,0.0,0.0
1,74,82,1.0,2,2,0.0,0.0
1,22,41,1.0,1,2,3.0,1.0
1,82,74,1.0,1,1,0.0,0.0
1,41,52,0.0,2,2,3.0,1.0
1,74,74,0.0,0,0,0.0,0.0
1,92,81,2.0,1,1,0.0,0.0
1,72,74,0.0,0,0,0.0,0.0
1,74,74,0.0,2,2,0.0,0.0
1,81,81,0.0,2,2,1.0,1.0
1,74,74,0.0,0,0,0.0,0.0
1,81,81,0.0,2,2,0.0,0.0
1,81,83,1.0,1,1,0.0,0.0
1,74,53,1.0,2,2,0.0,0.0
1,66,74,2.0,0,1,0.0,0.0
1,74,62,1.0,2,2,0.0,0.0
1,54,41,1.0,1,1,0.0,0.0
1,87,41,2.0,0,1,0.0,0.0
1,91,81,1.0,1,2,2.0,1.0
1,51,74,1.0,2,2,2.0,1.0
1,82,91,2.0,0,1,0.0,0.0
1,62,74,1.0,0,0,0.0,0.0
4,73,91,2.0,0,1,0.0,1.0
4,74,81,0.0,1,1,0.0,1.0
4,81,74,0.0,1,1,0.0,1.0
4,91,71,2.0,1,1,0.0,0.0
4,91,65,2.0,1,2,0.0,1.0
4,91,93,2.0,0,1,0.0,0.0
4,81,74,0.0,0,1,0.0,1.0
4,74,81,0.0,1,1,0.0,1.0
4,91,73,2.0,1,1,0.0,0.0
4,73,91,2.0,1,2,3.0,1.0
4,84,91,2.0,1,1,2.0,1.0
4,81,93,2.0,1,1,0.0,1.0
4,91,84,2.0,1,1,0.0,1.0
4,91,73,2.0,0,1,0.0,0.0
4,93,81,2.0,0,0,0.0,0.0
4,91,81,1.0,1,1,0.0,0.0
4,86,91,1.0,0,1,3.0,0.0
4,93,81,2.0,0,1,0.0,1.0
4,91,74,1.0,0,1,0.0,1.0
4,81,81,0.0,2,2,1.0,1.0
4,91,91,0.0,1,1,1.0,1.0
4,91,91,0.0,1,1,3.0,1.0
4,82,91,2.0,1,1,0.0,0.0
4,91,91,0.0,1,1,0.0,0.0
4,73,81,2.0,1,1,0.0,0.0
4,91,74,2.0,1,1,3.0,1.0
4,74,91,2.0,1,1,2.0,1.0
4,81,74,2.0,1,2,3.0,1.0
5,41,73,1.0,2,2,0.0,0.0
5,81,87,1.0,2,2,3.0,1.0
5,91,81,1.0,0,0,0.0,0.0
5,74,74,0.0,1,1,3.0,1.0
5,81,81,0.0,1,1,3.0,1.0
5,81,81,0.0,1,1,3.0,1.0
5,74,82,1.0,2,2,3.0,1.0
5,41,73,1.0,0,1,0.0,0.0
5,74,82,1.0,1,1,1.0,0.0
5,74,81,2.0,2,2,3.0,1.0
5,22,41,1.0,1,1,0.0,0.0
5,41,22,1.0,0,1,0.0,0.0
5,91,81,0.0,0,0,0.0,0.0
5,22,41,1.0,0,0,0.0,0.0
5,81,81,0.0,0,0,0.0,1.0
5,91,82,2.0,1,2,0.0,0.0
5,42,41,0.0,1,1,3.0,1.0
5,72,74,0.0,0,0,0.0,0.0
5,81,91,1.0,1,1,0.0,0.0
5,64,74,1.0,1,1,2.0,1.0
5,82,81,0.0,2,2,0.0,0.0
5,41,42,0.0,1,1,0.0,0.0
5,74,73,0.0,2,2,3.0,1.0
5,91,81,1.0,0,0,0.0,0.0
5,81,82,1.0,2,2,0.0,0.0
5,81,91,1.0,2,2,0.0,0.0
5,41,22,1.0,2,2,3.0,1.0
5,81,91,0.0,2,2,0.0,0.0
5,41,82,2.0,1,1,3.0,1.0
5,91,81,1.0,0,0,0.0,0.0
5,81,86,0.0,1,1,0.0,0.0
5,74,64,1.0,1,1,0.0,1.0
5,91,81,0.0,1,1,0.0,0.0
5,87,81,0.0,2,2,0.0,0.0
5,81,88,1.0,0,1,0.0,0.0
5,81,81,0.0,0,0,0.0,0.0
5,81,91,1.0,2,2,0.0,0.0
5,74,74,0.0,1,1,2.0,1.0
5,91,82,1.0,1,1,0.0,1.0
5,72,74,0.0,0,0,0.0,0.0
5,81,87,0.0,1,2,0.0,1.0
5,73,81,2.0,0,0,0.0,0.0
5,91,81,1.0,1,2,0.0,0.0
5,81,81,0.0,1,1,0.0,0.0
5,74,51,1.0,1,1,0.0,1.0
5,73,74,0.0,1,1,0.0,1.0
5,74,66,2.0,1,1,3.0,1.0
5,74,42,2.0,1,1,0.0,0.0
5,81,91,0.0,2,2,3.0,1.0
5,74,42,2.0,1,1,0.0,1.0
5,72,74,0.0,1,1,0.0,0.0
5,74,72,0.0,0,1,0.0,0.0
5,41,61,0.0,1,1,0.0,0.0
5,74,74,0.0,2,2,3.0,1.0
5,74,51,1.0,1,1,1.0,0.0
5,81,82,0.0,0,1,0.0,0.0
5,86,74,1.0,1,1,1.0,1.0
5,42,74,2.0,0,1,0.0,0.0
5,61,41,0.0,0,0,0.0,0.0
5,74,66,2.0,1,1,0.0,0.0
5,66,74,2.0,1,1,0.0,1.0
5,92,81,2.0,0,0,0.0,1.0
5,91,81,1.0,1,1,0.0,1.0
5,81,91,1.0,1,1,0.0,0.0
5,86,81,1.0,0,1,0.0,1.0
5,74,53,1.0,1,1,0.0,0.0
5,53,74,1.0,1,2,0.0,1.0
5,74,53,1.0,1,1,0.0,0.0
5,53,74,1.0,1,1,0.0,0.0
5,91,81,0.0,1,1,0.0,0.0
5,81,91,0.0,1,1,0.0,0.0
5,74,54,2.0,2,2,3.0,1.0
5,74,71,0.0,1,1,1.0,0.0
5,71,74,0.0,1,1,1.0,1.0
5,74,71,0.0,1,1,0.0,0.0
5,83,74,2.0,0,1,0.0,0.0
5,81,92,2.0,2,2,3.0,1.0
5,74,82,1.0,1,1,3.0,1.0
5,82,41,2.0,1,1,0.0,0.0
5,81,86,1.0,2,2,3.0,1.0
5,74,74,0.0,0,0,0.0,0.0
5,41,52,0.0,1,2,0.0,0.0
